,0,1,2,3,4,5,6,7
0,0.14209776917529054,0.2154624368105047,6.060179184631368e-05,0.3042181993173987,0.14170182312773183,-0.9861517446709455,-0.3835774230126889,-1.224744871391589
1,0.011188025695861,0.008223757130172248,0.4285152701377203,-0.16862466377633195,0.1974322289061418,-1.7881662018206583,-0.9220134866112047,-1.224744871391589
2,-0.19206657602220176,-0.3602005623015308,1.4423832477086513,-0.7636374532196352,0.20804754429250424,-0.6674793336006526,-1.18919198786653,-1.224744871391589
3,-0.3470912722478422,-0.47533316212393817,1.039381331937777,-0.6889780537837844,0.3195083558493218,-0.9608179546695416,-1.2299825987452064,-1.224744871391589
4,0.4452571751276548,0.33059503663291206,1.3745092408419763,0.06666556474877768,0.8051590347754584,-1.563495485229259,-0.47535629748970876,-1.224744871391589
5,-0.16106163677707308,-0.26809448244360434,1.0224128302211106,-0.5487088790861224,0.14170182312773183,-0.8254821817673043,-0.9220134866112047,-1.224744871391589
6,-0.054266846043854386,-0.05318029610844493,0.3776097649877163,-0.14826300938473516,0.0010488942584139646,-0.07613534067314176,-0.38561695355662334,-1.224744871391589
7,-0.2540764545124579,-0.35252505564670383,0.8527278130544277,-0.47178707360676014,0.11516353466182333,-0.6668126549164048,-0.8322741426781194,-1.224744871391589
8,0.6140618443511296,0.6913438494097881,0.15701924267102946,0.9603159519354924,0.5477376366561405,-1.1068205865197385,0.9563941443518046,-1.224744871391589
9,0.5486069726114154,0.5301582096584175,0.7212219247502488,0.5779693305821885,0.6538907905197769,-1.1541547731013093,0.25479563723858284,-1.224744871391589
10,0.14209776917529054,0.22313794346533167,-0.059329154216490834,0.19336030318537517,-0.044066196133631184,0.5618761601516918,-0.1918615518829132,-1.224744871391589
11,-0.28163640050812744,-0.3064720157177406,0.3648833887002165,-0.43106376482356856,-0.15287317884385815,-1.322157801531673,-0.8302346121341849,-1.224744871391589
12,-0.32986630600054856,-0.413929108885321,0.7212219247502488,-0.42880135878005715,-0.15818083653704054,0.19053613302584824,-1.366631145188768,-1.224744871391589
13,-0.36776123174459446,-0.3832270822660117,0.2079247478210334,-0.3383051170396304,-0.27229547694044876,-0.3761407485845057,-1.093334052301643,-1.224744871391589
14,-0.38154120474242886,-0.3909025889208387,0.14429286638352493,-0.3315178989090981,-0.3837562884972675,-0.5121432001709908,-1.18919198786653,-1.224744871391589
15,-0.08871677853844108,-0.21436593585981553,1.2005820982461268,-0.627893090608996,0.1974322289061418,0.3232051911910954,-1.2789313317996154,-1.224744871391589
16,-0.29541637350596184,-0.5597637353270363,2.0065859297878705,-1.1527712927034715,0.33012367123568664,1.022551130966697,-1.2789313317996154,-1.224744871391589
17,0.29023247890201376,0.14638287691706056,1.4763202511419888,-0.22970962695111824,0.6777752501390948,-1.400825886272875,-0.7384557376571651,-1.224744871391589
18,-0.05082185279439578,-0.26809448244360434,1.8793221669128586,-0.9582043729615533,0.5503914655027323,-1.2888238673192993,-1.5481493635988752,-1.224744871391589
19,-0.7329305161872143,-0.7593269083525418,-0.10175040850816157,-0.9106938460478294,-0.5562551635256763,0.26787086039855545,-1.0076737694564248,-1.224744871391589
20,-0.23685148826516428,-0.12225985600188907,-0.5344472022832022,0.06666556474877768,-0.34394885579840473,-0.41880818437634415,-0.4733167669457743,-1.224744871391589
21,-0.2540764545124579,-0.22971694916946947,0.050966106941850255,-0.2455464692556942,-0.24044953078135783,-0.6748127991273746,-0.38561695355662334,-1.224744871391589
22,0.3556873506417291,0.2615154767394679,1.1793714711002938,-0.023830676991649098,0.6591984482129581,-1.9567692410668447,-0.6466768631801453,-1.224744871391589
23,-0.95341008415257,-1.0202941346166643,-0.19507716794984095,-1.1980194135736837,-0.8561378231904475,-1.5234947641744105,-0.9118158338915361,-1.224744871391589
24,0.05597293793882351,0.15405838357188753,-0.22477204595400718,0.3630407564486756,-0.03610470959385817,-1.2728235788973599,-0.8302346121341849,-1.224744871391589
25,0.4624821413749484,0.46107864976497337,0.5897160364460701,0.4625866223631441,0.4309691674061418,-1.8648342505091178,-0.206138265690449,-1.224744871391589
26,-0.6295807187034541,-0.6134922819108265,-0.29264605282068223,-0.5283472246945277,-0.6172932269972663,-0.21813790041785402,-1.18919198786653,-1.224744871391589
27,-0.726040529688297,-0.6825718418042707,-0.6192897108665436,-0.5283472246945277,-0.8030612462586293,-0.79748167702891,-1.0994526439334447,-1.224744871391589
28,-0.2540764545124579,-0.29112100240808664,0.4666943990002244,-0.1980359423419684,-0.09979660191203997,-0.6308120059670416,-0.7547719820086354,-1.224744871391589
29,-0.48144600897673095,-0.413929108885321,-0.44960469369986067,-0.2545960934297359,-0.5137939019802217,-0.112802668306753,-0.6344396799165439,-1.224744871391589
30,-0.5813508132110324,-0.5674392419818632,-0.20356141880817416,-0.39486526812739786,-0.7526384981734029,-1.8967681594845718,-0.7180604322178278,-1.224744871391589
31,0.22133261391284037,0.29221750335877583,0.05945035780018346,0.2906437630563362,0.2982777250765969,-0.19213743173220268,-0.36726117866121866,-1.224744871391589
32,-0.26096644101137517,-0.1145843493470621,-0.7677641008873936,0.20014752131590943,-0.1926806115427209,0.1465353398655147,-0.22245451004192104,-1.224744871391589
33,-0.3126413397532555,-0.2987965090629136,0.07641885951685458,-0.09849007642749993,-0.2882184500199948,-1.0508195770429505,-0.8077997761509149,-1.224744871391589
34,0.06975291093665856,0.09265433033327035,0.29276725640437484,0.18883549109835635,0.18416308467318754,-1.0474861836217133,-0.09804314686195892,-1.224744871391589
35,0.4383671886287376,0.33827054328773903,1.2302769762502976,0.18204827296782206,0.6008142135879587,-0.9534844891428192,0.07123788828454315,-1.224744871391589
36,0.46592713462440644,0.5455092229680715,0.10187161209185419,0.44674978005857213,0.5450838078095499,-0.5848111767539655,0.2425584539749815,-1.224744871391589
37,0.7690865405767701,0.629939796171171,1.565404885154497,0.46032421631963666,1.1262723252129592,-0.49614291174905106,0.15485864058582877,-1.224744871391589
38,-0.01637192029980848,-0.030153776143963997,0.4794207752877242,0.06214075266175885,0.0780099308095512,-0.39214103700644515,-0.2020592046025819,-1.224744871391589
